,price,Address,area,Bedrooms,Bathrooms,Status,neworold,type_of_building,bhk
4552,180.0,other,1040.0,2.0,2.0,Ready to Move,Resale,Flat,2
4553,96.0,other,710.0,2.0,2.0,Ready to Move,Resale,Flat,1
4554,150.0,"Borivali East, Mumbai - Western Suburbs, Maharashtra",585.0,2.0,2.0,Ready to Move,Resale,Flat,1
4555,160.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
4556,250.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1080.0,3.0,3.0,Ready to Move,Resale,Bungalow,2
4557,41.0,other,875.0,2.0,2.0,Ready to Move,Resale,Flat,2
4558,160.0,other,1300.0,3.0,3.0,Ready to Move,Resale,Flat,3
4559,55.0,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",915.0,2.0,2.0,Ready to Move,Resale,Flat,2
4560,140.0,other,1015.0,2.0,2.0,Ready to Move,Resale,Flat,2
4561,45.0,other,870.0,2.0,2.0,Ready to Move,Resale,Flat,2
4562,180.0,other,1130.0,3.0,2.0,Ready to Move,Resale,Flat,2
4563,185.0,other,1150.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4564,310.0,other,1378.0,3.0,3.0,Ready to Move,Resale,Flat,3
4565,140.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
4566,180.0,other,1800.0,5.0,3.0,Ready to Move,Resale,Flat,4
4567,650.0,other,1100.0,2.0,3.0,Ready to Move,Resale,Flat,2
4568,550.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1500.0,4.0,5.0,Ready to Move,Resale,Flat,3
4569,380.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",1080.0,3.0,4.0,Ready to Move,Resale,Flat,2
4570,98.0,other,550.0,2.0,2.0,Ready to Move,Resale,Flat,1
4571,140.0,other,730.0,2.0,2.0,Ready to Move,Resale,Flat,1
4572,170.0,other,850.0,2.0,2.0,Ready to Move,New Property,Bungalow,2
4573,76.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",945.0,2.0,2.0,Ready to Move,Resale,Flat,2
4574,186.0,other,985.0,3.0,3.0,Under Construction,Resale,Flat,2
4575,230.0,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1350.0,3.0,2.0,Ready to Move,Resale,Flat,3
4576,220.0,other,1250.0,2.0,2.0,Ready to Move,Resale,Flat,2
4577,199.0,other,1109.0,2.0,2.0,Ready to Move,Resale,Flat,2
4578,138.99999999999997,other,778.0,2.0,2.0,Ready to Move,Resale,Flat,2
4579,300.0,other,900.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4580,450.0,other,1200.0,3.0,3.0,Ready to Move,Resale,Flat,2
4581,600.0,other,1650.0,2.0,2.0,Ready to Move,Resale,Flat,3
4582,890.0,other,1300.0,3.0,3.0,Ready to Move,Resale,Flat,3
4583,250.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4584,135.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
4585,168.0,other,850.0,2.0,2.0,Under Construction,New Property,Bungalow,2
4586,120.0,other,850.0,2.0,2.0,Ready to Move,New Property,Flat,2
4587,300.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
4588,110.0,other,972.0,2.0,2.0,Ready to Move,Resale,Flat,2
4589,790.0,other,1900.0,3.0,3.0,Ready to Move,Resale,Flat,4
4590,210.0,other,1100.0,2.0,2.0,Ready to Move,New Property,Flat,2
4591,150.0,other,680.0,2.0,2.0,Ready to Move,Resale,Flat,1
4592,270.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1650.0,3.0,3.0,Ready to Move,Resale,Flat,3
4593,215.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
4594,99.0,other,1270.0,3.0,3.0,Ready to Move,Resale,Flat,3
4595,230.0,other,1558.0,3.0,3.0,Ready to Move,Resale,Flat,3
4596,330.0,other,960.0,3.0,3.0,Ready to Move,Resale,Flat,2
4597,265.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
4598,54.0,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",760.0,2.0,2.0,Ready to Move,Resale,Flat,2
4599,450.0,other,2195.0,3.0,4.0,Ready to Move,Resale,Flat,4
4600,400.0,other,2000.0,3.0,3.0,Ready to Move,Resale,Flat,4
4601,121.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",630.0,2.0,2.0,Ready to Move,Resale,Flat,1
4602,211.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4603,125.0,other,1140.0,3.0,3.0,Ready to Move,Resale,Flat,2
4604,700.0,"Chembur, Mumbai - Harbour Line, Maharashtra",1890.0,4.0,3.0,Ready to Move,Resale,Flat,4
4605,390.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1170.0,3.0,2.0,Ready to Move,Resale,Flat,2
4606,100.0,other,990.0,2.0,2.0,Ready to Move,Resale,Flat,2
4607,190.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4608,125.0,other,860.0,2.0,2.0,Ready to Move,Resale,Flat,2
4609,220.0,other,1350.0,2.0,2.0,Ready to Move,Resale,Flat,3
4610,180.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4611,160.0,other,1350.0,3.0,3.0,Ready to Move,Resale,Flat,3
4612,180.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1155.0,2.0,2.0,Ready to Move,New Property,Flat,2
4613,280.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4614,87.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",960.0,2.0,2.0,Ready to Move,Resale,Flat,2
4615,500.0,other,1250.0,3.0,3.0,Ready to Move,Resale,Flat,2
4616,225.0,other,1245.0,3.0,3.0,Ready to Move,Resale,Flat,2
4617,98.0,other,1250.0,2.0,2.0,Ready to Move,Resale,Flat,2
4618,1050.0,other,3000.0,5.0,4.0,Ready to Move,Resale,Flat,6
4619,200.0,other,1250.0,3.0,2.0,Ready to Move,Resale,Flat,2
4620,150.0,other,590.0,2.0,2.0,Ready to Move,Resale,Flat,1
4621,180.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",600.0,2.0,2.0,Ready to Move,Resale,Flat,1
4622,230.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4623,130.0,other,845.0,2.0,2.0,Ready to Move,Resale,Flat,2
4624,300.0,other,900.0,3.0,2.0,Ready to Move,Resale,Flat,2
4625,155.0,"Goregaon West, Mumbai - North Mumbai, Maharashtra",1180.0,3.0,4.0,Ready to Move,Resale,Flat,2
4626,110.0,other,1190.0,3.0,3.0,Ready to Move,Resale,Flat,2
4627,155.0,"Malad East, Mumbai - North Mumbai, Maharashtra",970.0,2.0,2.0,Ready to Move,Resale,Flat,2
4628,340.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1625.0,3.0,3.0,Ready to Move,Resale,Flat,3
4629,280.0,other,930.0,2.0,2.0,Ready to Move,Resale,Flat,2
4630,90.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
4631,250.0,other,1350.0,3.0,2.0,Ready to Move,Resale,Flat,3
4632,135.0,other,985.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4633,650.0,other,1400.0,3.0,4.0,Ready to Move,New Property,Flat,3
4634,201.0,other,745.0,2.0,2.0,Ready to Move,New Property,Flat,1
4635,178.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
4636,145.0,"Marol, Mumbai - Western Suburbs, Maharashtra",902.0,2.0,2.0,Ready to Move,Resale,Flat,2
4637,50.0,other,1500.0,4.0,4.0,Ready to Move,Resale,Flat,3
4638,500.0,"Juhu, Mumbai - Western Suburbs, Maharashtra",1450.0,3.0,3.0,Ready to Move,Resale,Flat,3
4639,185.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4640,110.0,other,870.0,2.0,2.0,Ready to Move,Resale,Flat,2
4641,241.0,other,1250.0,3.0,3.0,Ready to Move,Resale,Flat,2
4642,93.0,other,985.0,2.0,2.0,Ready to Move,Resale,Flat,2
4643,155.0,other,1100.0,2.0,2.0,Ready to Move,New Property,Flat,2
4644,199.0,other,1220.0,2.0,2.0,Ready to Move,Resale,Flat,2
4645,500.0,other,3500.0,3.0,5.0,Ready to Move,New Property,Flat,7
4646,144.0,other,1350.0,2.0,3.0,Ready to Move,New Property,Flat,3
4647,190.0,other,600.0,2.0,2.0,Ready to Move,Resale,Flat,1
4648,130.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
4649,260.0,other,1315.0,3.0,3.0,Ready to Move,Resale,Flat,3
4650,280.0,"Powai, Mumbai - Central Line, Maharashtra",800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4651,280.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1680.0,3.0,3.0,Ready to Move,Resale,Flat,3
4652,220.0,other,880.0,2.0,2.0,Ready to Move,Resale,Flat,2
4653,112.00000000000001,other,1017.0,2.0,2.0,Ready to Move,Resale,Flat,2
4654,135.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
4655,110.0,other,868.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4656,270.0,"Vile Parle West, Mumbai - Western Suburbs, Maharashtra",606.0,2.0,2.0,Ready to Move,New Property,Flat,1
4657,102.0,other,700.0,2.0,2.0,Under Construction,New Property,Flat,1
4658,35.0,other,980.0,2.0,2.0,Ready to Move,Resale,Flat,2
4659,200.0,other,880.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4660,175.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1056.0,2.0,2.0,Ready to Move,Resale,Flat,2
4661,50.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
4662,130.0,"Tilak Nagar - Harbour Line, Mumbai - Harbour Line, Maharashtra",680.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
4663,450.0,other,1820.0,3.0,3.0,Ready to Move,Resale,Flat,4
4664,145.0,other,885.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4665,90.0,"Thane, Mumbai, Maharashtra",980.0,2.0,2.0,Ready to Move,Resale,Flat,2
4666,150.0,other,825.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4667,135.0,other,855.0,2.0,2.0,Ready to Move,Resale,Flat,2
4668,220.0,"Chembur, Mumbai - Harbour Line, Maharashtra",700.0,2.0,2.0,Ready to Move,Resale,Flat,1
4669,135.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4670,145.0,other,1110.0,2.0,2.0,Ready to Move,Resale,Flat,2
4671,95.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2.0,2.0,Ready to Move,Resale,Flat,2
4672,270.0,other,850.0,3.0,2.0,Ready to Move,Resale,Flat,2
4673,425.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4674,250.0,other,640.0,2.0,2.0,Ready to Move,New Property,Flat,1
4675,53.0,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",760.0,2.0,2.0,Ready to Move,Resale,Flat,2
4676,27.5,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",635.0,2.0,2.0,Ready to Move,Resale,Flat,1
4677,180.0,other,1315.0,3.0,3.0,Ready to Move,Resale,Flat,3
4678,155.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4679,225.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4680,130.0,other,845.0,2.0,2.0,Ready to Move,Resale,Flat,2
4681,235.0,other,1080.0,2.0,2.0,Ready to Move,Resale,Flat,2
4682,250.0,other,704.0,2.0,2.0,Ready to Move,Resale,Flat,1
4683,110.0,other,580.0,2.0,2.0,Ready to Move,Resale,Flat,1
4684,54.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4685,60.0,"Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",650.0,2.0,3.0,Ready to Move,Resale,Flat,1
4686,225.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",1250.0,2.0,2.0,Ready to Move,Resale,Flat,2
4687,300.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4688,250.0,other,1250.0,3.0,2.0,Ready to Move,New Property,Flat,2
4689,172.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
4690,860.0,"Juhu, Mumbai - Western Suburbs, Maharashtra",1294.0,3.0,3.0,Ready to Move,Resale,Flat,3
4691,155.0,other,889.0,2.0,2.0,Ready to Move,Resale,Flat,2
4692,250.0,other,1260.0,2.0,2.0,Ready to Move,Resale,Flat,3
4693,175.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",677.0,2.0,2.0,Ready to Move,Resale,Flat,1
4694,205.0,other,1496.0,2.0,2.0,Ready to Move,Resale,Flat,3
4695,200.0,other,783.0,2.0,2.0,Ready to Move,Resale,Flat,2
4696,750.0,other,1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
4697,180.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1180.0,2.0,2.0,Ready to Move,New Property,Flat,2
4698,850.0,other,2400.0,4.0,4.0,Ready to Move,Resale,Flat,5
4699,180.0,other,809.0,2.0,2.0,Under Construction,Resale,Flat,2
4700,57.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4701,120.0,other,860.0,2.0,2.0,Ready to Move,Resale,Flat,2
4702,185.0,other,920.0,2.0,2.0,Ready to Move,Resale,Flat,2
4703,135.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4704,31.8,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
4705,215.0,other,1344.0,2.0,2.0,Ready to Move,Resale,Flat,3
4706,710.0,other,1369.0,4.0,5.0,Ready to Move,Resale,Flat,3
4707,185.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
4708,299.00000000000006,other,1150.0,3.0,4.0,Ready to Move,Resale,Flat,2
4709,255.0,other,900.0,2.0,2.0,Ready to Move,New Property,Flat,2
4710,67.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4711,330.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1100.0,2.0,2.0,Ready to Move,New Property,Flat,2
4712,62.0,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",805.0,2.0,2.0,Ready to Move,Resale,Flat,2
4713,310.0,other,1317.0,2.0,2.0,Ready to Move,New Property,Flat,3
4714,160.0,other,669.0,2.0,2.0,Under Construction,Resale,Flat,1
4715,360.0,other,1700.0,4.0,4.0,Ready to Move,New Property,Flat,3
4716,95.0,other,550.0,2.0,2.0,Ready to Move,Resale,Flat,1
4717,585.0,other,2820.0,4.0,4.0,Ready to Move,Resale,Flat,6
4718,690.0,"Powai, Mumbai - Central Line, Maharashtra",3400.0,6.0,5.0,Ready to Move,Resale,Flat,7
4719,323.0,other,1965.0,3.0,3.0,Ready to Move,Resale,Flat,4
4720,295.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4721,750.0,other,2100.0,4.0,4.0,Ready to Move,Resale,Flat,4
4722,240.0,other,1200.0,3.0,3.0,Ready to Move,Resale,Flat,2
4723,730.0,other,2400.0,4.0,4.0,Ready to Move,Resale,Flat,5
4724,725.0,other,2590.0,3.0,3.0,Ready to Move,Resale,Flat,5
4725,1600.0,other,4100.0,4.0,5.0,Ready to Move,Resale,Flat,8
4726,240.0,other,1250.0,2.0,2.0,Ready to Move,Resale,Flat,2
4727,320.0,other,1630.0,3.0,3.0,Ready to Move,Resale,Flat,3
4728,700.0,"Bandra East, Mumbai - Western Suburbs, Maharashtra",1650.0,4.0,5.0,Ready to Move,Resale,Flat,3
4729,170.0,other,984.0,2.0,2.0,Ready to Move,Resale,Flat,2
4730,150.0,other,609.0,2.0,2.0,Ready to Move,Resale,Flat,1
4731,600.0,other,2200.0,4.0,4.0,Ready to Move,Resale,Flat,4
4732,470.0,other,1700.0,4.0,4.0,Ready to Move,Resale,Flat,3
4733,129.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4734,170.0,other,885.0,2.0,2.0,Ready to Move,Resale,Flat,2
4735,350.0,other,1650.0,2.0,2.0,Ready to Move,Resale,Flat,3
4736,165.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4737,155.0,"Mulund West, Mumbai - Central Line, Maharashtra",1026.0,2.0,2.0,Ready to Move,Resale,Flat,2
4738,195.0,other,656.0,2.0,3.0,Ready to Move,Resale,Flat,1
4739,125.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",750.0,2.0,2.0,Ready to Move,Resale,Flat,1
4740,155.0,other,750.0,3.0,3.0,Ready to Move,Resale,Flat,1
4741,185.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4742,1000.0,other,2760.0,4.0,4.0,Ready to Move,Resale,Flat,6
4743,125.0,other,965.0,2.0,2.0,Ready to Move,Resale,Flat,2
4744,130.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
4745,170.0,"Mulund West, Mumbai - Central Line, Maharashtra",750.0,2.0,2.0,Ready to Move,Resale,Flat,1
4746,165.0,other,950.0,2.0,2.0,Ready to Move,New Property,Flat,2
4747,215.0,"Borivali East, Mumbai - Western Suburbs, Maharashtra",685.0,2.0,2.0,Ready to Move,Resale,Flat,1
4748,850.0,other,2100.0,4.0,4.0,Ready to Move,Resale,Flat,4
4749,225.0,other,3000.0,5.0,3.0,Ready to Move,Resale,Flat,6
4750,210.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1030.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4751,225.0,other,960.0,2.0,2.0,Ready to Move,Resale,Flat,2
4752,350.0,other,1840.0,3.0,3.0,Ready to Move,Resale,Flat,4
4753,750.0,other,2100.0,2.0,3.0,Ready to Move,Resale,Flat,4
4754,262.0,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1676.0,3.0,3.0,Ready to Move,New Property,Flat,3
4755,75.0,other,725.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
4756,340.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",1640.0,3.0,4.0,Ready to Move,Resale,Flat,3
4757,230.0,other,1250.0,3.0,3.0,Ready to Move,Resale,Flat,2
4758,98.0,other,965.0,2.0,2.0,Ready to Move,New Property,Flat,2
4759,475.0,other,1750.0,3.0,3.0,Ready to Move,New Property,Flat,3
4760,1150.0,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1783.0,4.0,4.0,Ready to Move,Resale,Flat,4
4761,140.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4762,150.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
4763,295.0,other,2000.0,3.0,3.0,Ready to Move,Resale,Flat,4
4764,465.0,other,1670.0,4.0,4.0,Ready to Move,New Property,Flat,3
4765,285.0,other,1250.0,3.0,2.0,Ready to Move,Resale,Flat,2
4766,125.0,other,755.0,2.0,2.0,Ready to Move,Resale,Flat,2
4767,399.0,other,1480.0,3.0,3.0,Ready to Move,Resale,Flat,3
4768,135.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4769,60.0,other,650.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
4770,1200.0,other,3615.0,5.0,5.0,Ready to Move,Resale,Flat,7
4771,130.0,other,1200.0,3.0,3.0,Ready to Move,Resale,Bungalow,2
4772,450.0,other,950.0,3.0,2.0,Ready to Move,Resale,Flat,2
4773,51.0,other,740.0,2.0,2.0,Ready to Move,Resale,Flat,1
4774,68.0,other,1080.0,2.0,3.0,Ready to Move,Resale,Flat,2
4775,130.0,other,830.0,2.0,2.0,Ready to Move,Resale,Flat,2
4776,35.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1500.0,2.0,2.0,Under Construction,Resale,Flat,3
4777,330.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
4778,174.0,other,720.0,2.0,2.0,Ready to Move,Resale,Flat,1
4779,105.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4780,980.0,other,2000.0,3.0,2.0,Ready to Move,Resale,Flat,4
4781,120.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
4782,149.0,other,920.0,2.0,2.0,Ready to Move,Resale,Flat,2
4783,72.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",960.0,2.0,2.0,Ready to Move,Resale,Flat,2
4784,123.0,other,623.0,2.0,2.0,Under Construction,Resale,Flat,1
4785,54.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4786,175.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",650.0,2.0,2.0,Ready to Move,Resale,Flat,1
4787,140.0,other,720.0,2.0,2.0,Ready to Move,Resale,Flat,1
4788,225.0,other,1300.0,3.0,3.0,Ready to Move,Resale,Flat,3
4789,490.0,other,1230.0,3.0,3.0,Ready to Move,Resale,Flat,2
4790,300.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
4791,175.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1015.0,2.0,2.0,Ready to Move,Resale,Flat,2
4792,88.0,other,1075.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
4793,155.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",920.0,2.0,2.0,Under Construction,Resale,Flat,2
4794,260.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1255.0,3.0,2.0,Ready to Move,Resale,Flat,3
4795,250.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1190.0,2.0,3.0,Ready to Move,New Property,Bungalow,2
4796,137.99999999999997,other,1061.0,2.0,2.0,Ready to Move,Resale,Flat,2
4797,130.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
4798,40.0,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
4799,55.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4800,120.0,other,1060.0,3.0,3.0,Ready to Move,Resale,Flat,2
4801,180.0,other,650.0,2.0,2.0,Ready to Move,New Property,Flat,1
4802,110.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
4803,350.0,other,1385.0,3.0,3.0,Ready to Move,Resale,Flat,3
4804,210.0,"Chembur, Mumbai - Harbour Line, Maharashtra",1270.0,2.0,2.0,Ready to Move,New Property,Flat,3
4805,195.0,other,885.0,2.0,2.0,Ready to Move,Resale,Flat,2
4806,220.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4807,32.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
4808,190.0,other,941.0,2.0,2.0,Ready to Move,Resale,Flat,2
4809,370.0,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1307.0,3.0,3.0,Ready to Move,Resale,Flat,3
4810,155.0,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",860.0,2.0,2.0,Ready to Move,Resale,Flat,2
4811,200.0,other,997.0,2.0,2.0,Ready to Move,Resale,Flat,2
4812,160.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4813,160.0,"Tilak Nagar - Harbour Line, Mumbai - Harbour Line, Maharashtra",950.0,2.0,2.0,Ready to Move,Resale,Flat,2
4814,480.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
4815,55.0,other,965.0,2.0,2.0,Ready to Move,Resale,Flat,2
4816,1380.0,other,2000.0,4.0,4.0,Ready to Move,Resale,Flat,4
4817,225.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
4818,175.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4819,120.0,other,875.0,2.0,2.0,Ready to Move,Resale,Flat,2
4820,325.0,other,1500.0,3.0,2.0,Ready to Move,Resale,Flat,3
4821,115.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
4822,120.0,"Chembur, Mumbai - Harbour Line, Maharashtra",786.0,2.0,2.0,Ready to Move,Resale,Flat,2
4823,110.0,other,560.0,2.0,2.0,Ready to Move,Resale,Flat,1
4824,50.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",600.0,2.0,2.0,Ready to Move,Resale,Flat,1
4825,195.0,other,735.0,2.0,2.0,Ready to Move,Resale,Flat,1
4826,28.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
4827,65.0,other,600.0,2.0,2.0,Ready to Move,Resale,Flat,1
4828,62.0,"Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1079.0,2.0,2.0,Ready to Move,Resale,Flat,2
4829,175.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",740.0,2.0,2.0,Ready to Move,Resale,Flat,1
4830,210.0,other,750.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
4831,140.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
4832,170.0,other,915.0,2.0,2.0,Ready to Move,Resale,Flat,2
4833,800.0,"Chembur, Mumbai - Harbour Line, Maharashtra",2500.0,4.0,4.0,Ready to Move,Resale,Bungalow,5
4834,80.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",810.0,2.0,2.0,Ready to Move,Resale,Flat,2
4835,1400.0,other,3000.0,4.0,4.0,Ready to Move,Resale,Flat,6
4836,142.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
4837,275.0,other,1000.0,2.0,2.0,Ready to Move,New Property,Flat,2
4838,16.5,"Ambernath, Mumbai, Maharashtra",580.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
4839,210.0,other,1400.0,3.0,3.0,Ready to Move,New Property,Flat,3
4840,145.0,other,612.0,2.0,2.0,Ready to Move,Resale,Flat,1
4841,380.0,other,1340.0,2.0,2.0,Ready to Move,Resale,Flat,3
4842,360.0,other,1500.0,2.0,2.0,Ready to Move,Resale,Flat,3
4843,170.0,"Kandivali East, Mumbai - North Mumbai, Maharashtra",860.0,2.0,2.0,Ready to Move,Resale,Flat,2
4844,120.0,"Bhandup West, Mumbai - Central Line, Maharashtra",750.0,2.0,2.0,Ready to Move,New Property,Flat,1
4845,180.0,other,820.0,3.0,2.0,Ready to Move,Resale,Flat,2
4846,85.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
4847,650.0,other,1790.0,3.0,3.0,Ready to Move,Resale,Flat,4
4848,2500.0,other,4000.0,4.0,7.0,Ready to Move,Resale,Flat,8
4849,480.0,"Parel, Mumbai - South Mumbai, Maharashtra",2100.0,3.0,3.0,Ready to Move,Resale,Flat,4
4850,250.0,other,1430.0,2.0,2.0,Ready to Move,Resale,Flat,3
4851,785.0,other,2700.0,5.0,4.0,Ready to Move,New Property,Flat,5
4852,200.0,other,1090.0,2.0,2.0,Ready to Move,Resale,Flat,2
4853,200.0,other,960.0,2.0,2.0,Ready to Move,Resale,Flat,2
4854,75.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
4855,205.0,other,1676.0,3.0,3.0,Ready to Move,Resale,Flat,3
4856,350.0,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1060.0,2.0,3.0,Ready to Move,Resale,Flat,2
4857,225.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
